userId,foodId,rating
0,9,2.0
0,11,4.0
0,20,1.5
0,29,2.5
0,32,5.0
0,42,2.5
0,49,4.5
0,55,2.0
0,62,2.5
0,70,2.5
0,81,0.5
0,86,2.0
0,87,5.0
0,90,1.5
0,105,1.0
0,110,0.0
0,118,4.0
0,124,2.5
0,143,1.0
0,148,1.5
0,149,2.0
0,152,2.0
0,165,0.0
0,167,4.5
0,171,3.5
0,184,4.0
0,185,0.5
0,190,0.0
0,195,3.5
0,209,1.5
0,233,0.0
0,241,4.0
0,244,2.5
0,250,4.0
0,256,1.5
0,264,2.0
0,265,1.0
0,297,3.5
0,303,5.0
0,314,5.0
0,319,1.5
0,322,3.0
0,324,2.0
0,327,0.0
0,347,2.0
0,353,0.5
0,358,0.0
0,366,1.0
0,375,5.0
0,377,4.0
0,383,0.5
0,385,3.0
0,400,3.0
0,404,4.0
0,414,5.0
0,421,4.5
0,425,3.5
0,428,1.0
0,443,3.0
0,454,2.5
0,455,5.0
0,459,0.0
0,470,4.5
0,476,2.0
0,480,4.5
0,482,3.0
0,492,0.5
0,503,3.0
0,504,0.0
0,509,2.0
0,512,4.5
0,514,2.5
0,515,1.0
0,525,4.0
0,540,0.0
0,544,4.5
0,551,4.0
0,569,3.5
0,606,5.0
0,612,1.5
0,619,3.0
0,622,5.0
0,624,2.0
0,625,3.5
0,626,3.5
0,631,1.5
0,632,2.0
0,651,2.0
0,658,4.5
0,673,4.0
0,677,5.0
0,679,0.0
0,680,1.5
0,697,4.0
0,705,3.5
0,708,3.0
0,729,1.0
0,732,5.0
0,733,4.5
0,744,4.0
0,751,0.5
0,754,0.0
0,762,3.5
0,778,1.0
0,786,0.5
0,788,3.0
0,789,5.0
0,802,2.0
0,816,3.5
0,837,2.0
0,838,0.0
0,848,3.5
0,850,0.5
0,859,3.0
0,872,0.0
0,873,5.0
0,879,0.5
0,885,1.5
0,886,4.5
0,887,1.5
0,927,0.5
0,930,0.5
0,941,0.0
0,955,0.5
0,958,2.5
0,969,0.0
0,977,5.0
0,1003,3.0
0,1019,2.5
0,1035,5.0
0,1047,5.0
0,1049,4.5
0,1076,1.0
0,1082,4.0
0,1101,0.5
0,1110,4.5
0,1111,3.5
0,1112,1.5
0,1129,0.0
0,1145,0.0
0,1146,4.5
0,1159,3.0
0,1161,4.5
0,1183,1.5
0,1191,3.5
0,1194,3.5
0,1197,5.0
0,1198,0.5
0,1203,2.0
0,1204,4.0
0,1208,0.0
0,1210,0.0
0,1213,1.5
0,1215,1.0
0,1219,1.0
0,1223,0.0
0,1228,4.5
0,1235,0.5
0,1240,5.0
0,1249,2.5
0,1258,2.5
0,1274,0.0
0,1279,0.0
0,1282,3.5
0,1284,3.0
0,1291,1.5
0,1292,2.5
0,1293,0.5
0,1308,2.0
0,1321,2.5
0,1342,3.5
0,1351,4.5
0,1352,0.0
0,1365,2.0
0,1376,2.5
0,1395,3.5
0,1410,5.0
0,1423,0.5
0,1426,4.0
0,1427,2.0
0,1433,1.5
0,1442,1.0
0,1446,0.5
0,1455,2.0
0,1467,0.0
0,1483,3.5
0,1484,0.5
0,1496,1.0
0,1500,5.0
0,1501,5.0
0,1512,1.5
0,1514,3.0
0,1529,2.5
0,1531,0.5
0,1540,2.5
0,1562,3.5
0,1588,1.5
0,1601,1.5
0,1608,1.0
0,1610,4.0
0,1616,0.5
0,1622,1.0
0,1623,0.5
0,1628,2.5
0,1630,5.0
0,1635,1.5
0,1649,0.5
0,1653,1.0
0,1659,4.0
0,1663,3.0
0,1666,0.5
0,1676,0.5
0,1681,4.5
0,1682,1.5
0,1693,0.0
0,1694,4.5
0,1696,4.5
0,1698,2.5
0,1703,2.0
0,1710,0.0
0,1711,1.5
0,1735,0.5
0,1737,4.5
0,1740,3.0
0,1751,3.5
0,1758,1.0
0,1763,4.5
0,1766,3.5
0,1770,3.0
0,1771,3.0
0,1794,2.0
0,1817,1.5
0,1818,4.5
0,1820,4.5
0,1823,4.5
0,1841,3.0
0,1846,4.5
0,1847,1.5
0,1872,0.0
0,1874,4.5
0,1880,2.0
0,1900,2.5
0,1918,2.0
0,1936,0.0
0,1939,2.5
0,1951,1.5
0,1954,2.5
0,1959,2.5
0,1963,0.5
0,1967,2.5
0,1968,3.0
0,1969,4.0
0,1970,2.0
0,1980,3.5
0,1988,4.5
0,1991,2.0
0,1995,3.0
0,1996,4.0
0,1997,2.0
0,2020,0.5
0,2030,2.5
0,2032,5.0
0,2043,4.5
0,2059,0.0
0,2060,1.0
0,2062,1.0
0,2067,4.0
0,2069,4.5
0,2078,3.5
0,2087,3.0
0,2105,2.0
0,2106,0.5
0,2117,3.5
0,2119,2.0
0,2134,4.5
0,2143,1.0
0,2160,0.5
0,2164,1.5
0,2174,4.0
0,2187,2.0
0,2189,0.0
0,2190,2.5
0,2195,5.0
0,2201,0.0
0,2218,4.5
0,2219,3.0
0,2220,2.0
0,2224,0.5
0,2232,5.0
0,2242,4.5
0,2261,4.0
0,2271,2.5
0,2275,5.0
0,2276,3.0
0,2281,2.0
0,2288,0.0
0,2294,1.0
0,2295,3.0
0,2306,4.5
0,2310,2.0
0,2314,3.5
0,2319,1.5
0,2320,5.0
0,2343,5.0
0,2359,0.5
0,2368,1.5
0,2387,0.5
0,2394,0.0
0,2409,3.0
0,2410,2.0
0,2414,5.0
0,2431,3.5
0,2432,2.5
0,2446,0.0
0,2456,4.0
0,2469,0.5
0,2476,3.5
0,2482,4.5
0,2491,0.0
0,2493,1.5
0,2495,1.5
0,2496,0.5
0,2503,2.0
0,2508,1.5
0,2541,3.0
0,2544,2.0
0,2563,2.5
0,2566,1.5
0,2574,4.5
0,2588,1.0
0,2597,4.0
0,2636,4.0
0,2659,0.5
0,2667,0.0
0,2675,1.5
0,2679,5.0
0,2694,2.5
0,2699,1.0
0,2700,0.5
0,2730,4.0
0,2735,0.0
0,2741,2.0
0,2743,2.5
0,2747,0.0
0,2748,4.5
0,2757,0.0
0,2761,2.5
0,2771,0.5
0,2779,5.0
0,2780,3.5
0,2781,5.0
0,2794,2.5
0,2799,3.5
0,2802,4.0
0,2809,1.5
0,2812,4.0
0,2813,2.5
0,2834,4.5
0,2837,4.5
0,2860,2.5
0,2864,5.0
0,2866,3.0
0,2873,1.0
0,2874,5.0
0,2877,4.5
0,2885,2.0
0,2890,1.0
0,2902,5.0
0,2914,4.5
0,2924,1.0
0,2926,3.0
0,2953,3.5
0,2955,5.0
0,2958,1.5
0,2962,0.0
0,2992,3.5
0,2995,2.5
0,3002,0.0
0,3016,1.5
0,3026,1.0
0,3029,1.5
0,3033,1.5
0,3036,2.5
0,3041,1.0
0,3043,3.0
0,3051,3.5
0,3052,2.0
0,3058,4.0
0,3072,2.0
0,3076,2.5
0,3078,4.0
0,3080,1.0
0,3093,2.5
0,3102,3.5
0,3106,4.0
0,3121,0.5
0,3128,3.5
0,3138,4.5
0,3142,0.5
0,3155,3.0
0,3168,0.0
0,3169,0.5
0,3194,1.5
0,3203,3.5
0,3212,0.5
0,3222,4.5
0,3224,1.0
0,3226,0.5
0,3232,1.0
0,3237,4.0
0,3239,3.5
0,3242,3.0
0,3252,1.5
0,3255,1.0
0,3256,4.0
0,3258,5.0
0,3272,3.5
0,3292,4.5
0,3297,3.0
0,3298,2.0
0,3300,2.5
0,3305,4.5
0,3311,4.5
0,3319,4.5
0,3323,0.0
0,3325,4.5
0,3342,0.0
0,3350,5.0
0,3361,3.5
0,3370,4.0
0,3376,4.5
0,3392,2.0
0,3393,4.0
0,3396,3.5
0,3445,2.5
0,3446,5.0
0,3455,2.0
0,3465,1.5
0,3487,5.0
0,3494,4.5
0,3503,1.5
0,3507,1.5
0,3515,1.5
0,3540,2.0
0,3542,2.5
0,3554,5.0
0,3563,1.5
0,3566,3.0
0,3568,5.0
0,3578,2.0
0,3580,2.0
0,3581,3.5
0,3599,0.5
0,3605,2.5
0,3608,5.0
0,3619,2.0
0,3639,4.0
0,3643,3.5
0,3644,4.5
0,3646,1.0
0,3648,0.5
0,3657,2.5
0,3658,0.5
0,3667,0.0
0,3703,3.5
0,3732,0.5
0,3742,0.0
0,3747,0.5
0,3756,3.5
0,3762,2.5
0,3767,0.0
0,3780,5.0
0,3781,3.5
0,3792,2.0
0,3793,4.0
0,3812,3.0
0,3821,1.0
0,3822,2.5
0,3823,1.0
0,3836,3.5
0,3859,4.5
0,3860,1.0
0,3861,3.5
0,3865,0.5
0,3873,3.5
0,3882,0.5
0,3903,0.0
0,3918,2.0
0,3981,2.5
0,3994,0.5
0,3997,3.0
1,4,4.5
1,19,4.5
1,23,0.0
1,28,4.5
1,29,4.0
1,32,4.5
1,34,2.0
1,36,1.5
1,44,5.0
1,55,0.0
1,62,1.0
1,68,0.5
1,70,1.5
1,76,2.5
1,87,3.5
1,107,1.5
1,115,2.5
1,116,0.5
1,148,5.0
1,184,5.0
1,195,4.5
1,199,0.0
1,203,2.0
1,209,4.5
1,215,0.5
1,235,2.0
1,242,3.5
1,252,3.0
1,266,5.0
1,270,4.0
1,277,3.5
1,295,5.0
1,303,0.0
1,314,4.5
1,324,2.0
1,327,3.5
1,336,5.0
1,347,0.5
1,353,0.5
1,358,0.5
1,362,3.0
1,375,5.0
1,383,4.0
1,411,3.0
1,414,0.0
1,420,0.0
1,421,2.0
1,437,3.0
1,454,0.0
1,459,2.5
1,466,4.5
1,470,2.0
1,476,1.0
1,478,0.0
1,479,3.0
1,480,2.5
1,482,4.5
1,484,2.0
1,491,0.0
1,495,2.0
1,514,4.5
1,517,4.5
1,540,4.0
1,541,1.5
1,544,4.0
1,551,3.5
1,562,0.5
1,563,1.0
1,566,1.5
1,569,2.0
1,596,2.0
1,600,0.0
1,602,1.0
1,612,4.5
1,616,3.0
1,618,1.5
1,619,1.5
1,622,2.0
1,625,3.5
1,631,1.0
1,632,1.0
1,643,4.0
1,646,0.0
1,647,0.0
1,658,1.5
1,668,2.5
1,677,5.0
1,681,1.0
1,697,1.5
1,699,4.0
1,702,3.5
1,716,0.5
1,733,4.5
1,736,4.5
1,737,2.5
1,744,5.0
1,754,3.0
1,761,0.0
1,762,5.0
1,768,1.5
1,780,1.5
1,786,1.0
1,788,2.0
1,789,4.0
1,795,3.0
1,814,3.5
1,824,0.0
1,830,2.0
1,831,1.5
1,834,0.0
1,837,1.0
1,838,3.5
1,846,1.0
1,848,5.0
1,850,4.0
1,851,4.5
1,859,4.5
1,873,2.5
1,876,4.0
1,883,1.5
1,884,5.0
1,886,0.5
1,887,0.5
1,888,1.5
1,894,5.0
1,896,0.0
1,911,4.0
1,919,2.5
1,939,3.5
1,946,2.0
1,949,3.0
1,950,0.5
1,958,5.0
1,969,3.5
1,976,0.0
1,998,3.5
1,1002,2.5
1,1003,5.0
1,1004,5.0
1,1018,2.0
1,1019,1.5
1,1025,3.0
1,1028,3.0
1,1035,3.0
1,1041,4.5
1,1047,1.0
1,1057,4.0
1,1071,0.5
1,1082,3.0
1,1100,3.5
1,1109,5.0
1,1114,3.5
1,1122,5.0
1,1128,5.0
1,1145,1.0
1,1150,3.0
1,1162,5.0
1,1166,0.0
1,1180,0.5
1,1198,0.0
1,1204,0.0
1,1208,4.5
1,1210,3.5
1,1213,3.5
1,1218,1.5
1,1226,0.0
1,1228,2.0
1,1245,0.5
1,1249,3.0
1,1250,2.0
1,1253,3.0
1,1264,0.5
1,1279,2.5
1,1282,0.0
1,1308,4.5
1,1309,3.5
1,1315,4.0
1,1316,3.0
1,1321,2.5
1,1328,0.0
1,1333,5.0
1,1358,4.5
1,1371,0.5
1,1376,0.5
1,1379,2.5
1,1386,4.5
1,1389,0.0
1,1402,1.5
1,1405,5.0
1,1416,3.0
1,1421,3.5
1,1423,4.0
1,1426,5.0
1,1427,2.5
1,1429,4.0
1,1431,2.0
1,1433,5.0
1,1442,4.5
1,1444,0.0
1,1446,3.0
1,1455,0.0
1,1467,2.0
1,1480,3.0
1,1496,1.5
1,1500,2.5
1,1501,2.5
1,1506,3.0
1,1514,2.0
1,1515,1.0
1,1516,0.5
1,1531,2.5
1,1544,4.0
1,1577,4.0
1,1589,2.0
1,1608,2.5
1,1609,0.0
1,1616,2.0
1,1622,0.5
1,1627,4.5
1,1630,4.5
1,1638,3.5
1,1639,2.5
1,1647,4.5
1,1649,2.5
1,1663,3.0
1,1664,4.5
1,1676,4.5
1,1677,4.5
1,1682,4.5
1,1693,0.5
1,1694,2.5
1,1696,4.0
1,1698,1.5
1,1699,2.5
1,1701,4.0
1,1703,1.0
1,1716,2.5
1,1717,4.5
1,1724,4.5
1,1727,2.0
1,1734,0.5
1,1735,1.5
1,1750,4.0
1,1751,3.0
1,1760,2.5
1,1770,0.0
1,1776,2.5
1,1781,2.0
1,1794,2.5
1,1813,4.0
1,1815,4.5
1,1817,2.0
1,1819,5.0
1,1820,1.0
